,DISTB_PD,ENTRPS,PRDUCT,브랜드명,제품명,이미지링크,REGIST_DT,STTEMNT_NO,SUNGSANG,index
4144,제조일로부터24개월까지,(주)바이오 로제트,노르웨이 프리미엄 오메가(Omega)-3,,,,20190218,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 연황색의 투명한 연질캡슐",4145
4145,제조일로부터 2년.,코스맥스바이오(주),노르웨이산프리미엄오메가-3,,,,20150522,2.00E+14,미황색의 내용물을 함유한 투명색의 장용성 연질캡슐,4146
4146,제조일로부터 24개월,주식회사 노바렉스2공장,노르웨이장용성오메가3,,,,20151021,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 연한 노란 연두색의 내용물을 함유한 회황색의 장용성 연질캡슐",4147
4147,제조일로부터 2년,삼아제약주식회사,노마골드츄정,,,,20150522,2.01E+11,황색과 주황색을 띠는 씹어먹는 정제,4148
4148,제조일로부터 24개월,태웅식품(주),노마디,,,,20150522,2.00E+13,미황색의 불투명 경질캡슐,4149
4149,제조일로부터 2년,주식회사 노바렉스2공장,노마메가펙트,,,,20170208,2.01E+13,"연질캡슐 : 진한 노란 내용물을 함유한 빨간 검정색의 연질캡슐, 분홍색정제 : 흐린 노란 주황색 타원형의 연한 자줏빛 분홍색 제피정제, 노란색정제 : 흐린 노란 주황색 타원형의 연한 노란 연두 제피정제",4150
4150,제조일로부터24개월,(주)네추럴에프앤피 음성공장,노마에프구미(딸기맛),,,,20150522,2.01E+13,적자색의 곰모양의 젤리제품,4151
4151,제조일로부터24개월,(주)네추럴에프앤피 음성공장,노마에프구미-망고+오렌지맛,,,,20150522,2.01E+13,진황색의 젤리,4152
4152,제조일로부터24개월,(주)네추럴에프앤피 음성공장,노마에프구미-포도맛,,,,20150522,2.01E+13,진적색의 젤리 제품,4153
4153,제조일로부터 2년,삼아제약주식회사,노마츄정(메론맛),,,,20150522,2.01E+11,녹색의 씹어먹는 정제,4154
4154,제조일로부터 2년,삼아제약주식회사,노마츄정(복숭아맛),,,,20150522,2.01E+11,주황색의 씹어먹는 정제,4155
4155,제조일로부터 2년,삼아제약주식회사,노마츄정(튜티향)(합성튜티향 첨가),,,,20150522,2.01E+11,주홍색의 씹어먹는 정제,4156
4156,제조일로부터 2년,삼아제약주식회사,노마츄정(포도맛),,,,20150522,2.01E+11,"상부 황색, 하부 주홍색의 씹어먹는 정제",4157
4157,제조일로부터 24개월,드림바이오(주),노바 조인트 파워,,,,20180510,2.02E+12,"이미, 이취가 없고 고유의 향미가 있는 갈색의 액상",4158
4158,제조일로부터 2년,주식회사 노바렉스2공장,노바렉스 쏘팔메토(수출용),,,,20170118,2.01E+13,연노랑색의 내용물을 함유한 갈흑색의 연질캡슐,4159
4159,제조일로부터 24개월까지,(주)더존피에이치씨,노바모닝,,,,20170727,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 황색의 내용물을 함유한 암갈색 연질캡슐",4160
4160,제조일로부터 24개월,주식회사 에스이바이오텍,노바모닝,,,,20190412,2.02E+12,이미 이취가 없고 고유의 향미가 있는 황색의 내용물을 함유한 적갈색의 연질캡슐,4161
4161,제조일로부터 2년,주식회사 노바렉스,노바믹스 뮤코다당· 단백,,,,20151228,2.00E+14,연한 노란색의 분말,4162
4162,24개월,(주)HK바이오텍,노보미진(Gin),,,,20150522,2.00E+12,"갈색의 액상으로 이미, 이취 및 이물이 없어야 한다.",4163
4163,제조일로부터 24개월,서울프로폴리스(주),노봉방수용성프로폴리스,,,,20150522,2.01E+11,적갈색의 액상,4164
4164,제조일로부터 24개월,서울프로폴리스(주),노봉방프로폴리스캡슐,,,,20150522,2.01E+11,진갈색투명 연질캡슐,4165
4165,18개월,일동후디스주식회사,노블 인헬시 카페,,,,20190212,2.00E+12,진갈색 및 백색 분말의 혼합제,4166
4166,18개월,일동후디스주식회사,노블 헬시 카페 믹스,,,,20190624,2.00E+12,진갈색 및 백색 분말의 혼합제,4167
4167,제조일로부터 24개월,종근당건강(주),노블레스 멀티비타민 앤 미네랄,,,,20150522,2.00E+13,미황색의 장방형 제피정제,4168
4168,제조일로부터 24개월,(주)한풍네이처팜,노블레스골드,,,,20150522,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 미황색의 내용물을 함유한 상부 적갈색 하부 백색의 불투명 경질캡슐",4169
4169,제조일로부터 24개월,(주)바이오 로제트,노비센 로얄레드(NOVISEN ROYAL RED),,,,20190916,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 탁한 연갈색의 액상",4170
4170,제조일로부터 24개월,(주)바이오 로제트,노비스 퍼펙트 슬림(전량수출용),,,,20190423,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 보라색의 액상",4171
4171,24개월,주식회사 제이비케이랩,노유파 0.7,,,,20170331,2.02E+11,"이미, 이취가 없고 고유의 향미가 있는 연노란색의 내용물을 함유한 투명의 연질캡슐",4172
4172,제조일로부터 24개월,주식회사 제이비케이랩,노유파 369 캡슐,,,,20180921,2.02E+12,"이미, 이취가 없고 고유의 향미가 있으며 연노랑색의 내용물을 함유한 투명의 연질캡슐",4173
4173,제조일로부터 2년,주식회사 노바렉스2공장,노유파 페릴라 캡슐,,,,20160325,2.01E+12,밝은 노란 연두의 내용물을 함유한 투명의 연질캡슐,4174
4174,제조일로부터 2년,주식회사 제이비케이랩,노유파 페릴라캡슐,,,,20170217,2.02E+11,"이미, 이취가 없고 고유의 향미가 있는 밝은 노란 연두색의 내용물을 함유한 투명의 연질캡슐",4175
4175,제조일로부터 24개월까지,주식회사 제이비케이랩,노유파 포메가3,,,,20180313,2.02E+11,"이미, 이취가 없고 고유의 향미가 있는 미황색의 내용물을 함유한 투명 연질캡슐",4176
4176,제조일로부터 24개월,(주)더존피에이치씨,노유파369,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 투명한 연질캡슐",4177
4177,제조일로부터 2년,주식회사 노바렉스,노유파369,,,,20150522,2.00E+14,연노란색의 내용물을 함유한 투명의 연질캡슐,4178
4178,24개월,동서바이오팜(주),노이신프로폴리스,,,,20150522,2.00E+13,"연갈색의 분말이 들어있는 (상부:적색, 하부:백색)의 경질캡슐",4179
4179,제조일로부터 24개월,엠에스바이오텍(주),노이타 333슬림바디(slim body),,,,20150522,2.00E+13,갈색 장방형 정제로 이미 이취가 없다.,4180
4180,제조일로부터 18개월,엠에스바이오텍(주),노이타유산균,,,,20180323,2.00E+13,연한 미색의 분말,4181
4181,24개월,영풍제약(주),노카보 캡슐,,,,20171017,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 백색~미황색의 분말을 함유한 투명한 경질캡슐",4182
4182,제조일로부터24개월까지,인성제약(주),노팔천사,,,,20150522,2.00E+13,"황색 또는 황갈색의 과립 제품으로서 고유의 색택과 향미가 있으며, 이미 이취가 없다.",4183
4183,제조일로부터24개월까지,인성제약(주),노팔천사프리미엄,,,,20150522,2.00E+13,녹색 또는 녹황색의 과립제품,4184
4184,제조일로부터 2년,에프엔바이오(주),녹색영양클로렐라,,,,20150522,2.00E+11,진녹색의 정제 제품,4185
4185,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,녹수다이어트,,,,20150522,2.01E+13,연한 녹색의 원형 코팅정제,4186
4186,제조일로부터 24개월까지,코스맥스엔비티(주),녹십자 HS 명장 프로바이오틱스,,,,20150522,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 미백색의 분말을 함유한 장용성 코팅된 투명한 하드캡슐",4187
4187,제조일로부터 24개월,한국바이오팜(주),녹십자 비타민D2000I.U,,,,20151201,2.00E+13,,4188
4188,2년,주식회사 노바렉스,녹십자 이뮤노업진,,,,20150522,2.00E+13,황색 내용물이 든 갈색 연질캡슐,4189
4189,24개월,동서바이오팜(주),녹십자HS 비타민D 1500IU,,,,20150522,2.00E+13,백색의 제피정제,4190
4190,제조일로부터 2년.,코스맥스바이오(주),녹십자HS 스쿠알렌,,,,20150522,2.00E+14,노란색의 점성이 강한 유동성의 페이스트상,4191
4191,24개월,(주)오투바이오,녹십자웰빙 닥터 가르시니아,,,,20160519,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 미백색의 정제",4192
4192,제조일로부터 24개월,동서바이오팜(주),녹십자웰빙 비타민D1000IU,,,,20150619,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 백색의 제피정제",4193
4193,제조일로부터 2년,코스맥스바이오(주),녹십자웰빙식물성오메가3,,,,20180221,2.00E+14,미황색의 유상 내용물을 함유한 투명색의 연질캡슐.,4194
4194,제조일로부터 24개월,(주)알피바이오,녹십자코큐텐비타,,,,20150522,2.00E+13,주황색의 내용물을 함유한 타원형 연질캡슐,4195
4195,제조일로부터 2년,주식회사 노바렉스,녹십자프로폴리스,,,,20150522,2.00E+13,미황색의 내용물을 함유한 갈색경질캡슐,4196
4196,제조일로부터 2년,(주)녹십초알로에,녹십초 뉴 칼루민 6000,,,,20150522,2.00E+12,미황색의 분말을 함유한 연청색과 담청색의 경질캅셀,4197
4197,제조일로부터 24개월,(주)녹십초알로에,녹십초 칸 500,,,,20150522,2.00E+12,황색의 내용물을 함유한 청녹색의 연질캅셀,4198
4198,제조일로부터 2년,(주)녹십초알로에,녹십초너나꺼칼슘비타민A,,,,20150522,2.00E+12,오렌지향을 함유한 청색의 정제,4199
4199,2년,(주)녹십초알로에,녹십초뉴알로베타,,,,20150522,2.00E+12,연한갈색의 내용물을 함유한 녹색의 연질캅셀,4200
4200,제조일로부터 18개월,(주)녹십초알로에,녹십초닥터센스진,,,,20151119,2.00E+12,이미·이취가 없고 고유의 향미가 있는 백색 분말의 내용물을 함유한 연청색의 경질캅셀,4201
4201,제조일로부터 24개월,(주)녹십초알로에,녹십초스피루리나,,,,20150522,2.00E+12,"이미,이취가 없고 고유의 향미가 있는 어두운 회녹색의 정제",4202
4202,제조일로부터 24개월,(주)녹십초알로에,녹십초스피루리나분말,,,,20150522,2.00E+12,이미.이취가 없고 고유의 향미를 가진 녹색의 분말,4203
4203,제조일로부터 24개월,(주)녹십초알로에,녹십초스피루리나아연플러스,,,,20150731,2.00E+12,이미·이취가 없고 고유의 향미가 있는 어두운 녹색의 정제,4204
4204,제조일로부터 24개월,(주)녹십초알로에,녹십초스피루리나아연플러스분말,,,,20150731,2.00E+12,이미·이취가 없고 고유의 향미가 있는 어두운 녹색의 분말,4205
4205,2년,(주)녹십초알로에,녹십초쏘팔메토,,,,20150522,2.00E+12,연한 황색의 내용물을 함유한 연한 녹색의 연질캡슐,4206
4206,제조일로부터 24개월,(주)녹십초알로에,녹십초옥타코사놀,,,,20150522,2.00E+12,갈색의 페이스트상을 함유한 적갈색의 연질캅셀,4207
4207,제조일로부터 24개월,(주)녹십초알로에,녹십초치파니,,,,20150522,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 연한 황갈색의 내용물을 함유한 초록색의 경질캅셀",4208
4208,제조일로부터 2년,(주)녹십초알로에,녹십초카테킨녹차추출물,,,,20150522,2.00E+12,황갈색의 분말을 함유한 녹색의 경질캅셀,4209
4209,제조일로부터 2년,(주)녹십초알로에,녹십초클로렐라골드,,,,20150522,2.00E+12,진한 녹색의 정제,4210
4210,제조일로부터 2년,(주)녹십초알로에,녹십초키토산1000,,,,20150522,2.00E+12,미황색의 분말을 함유한 연홍색의 경질캅셀,4211
4211,제조일로부터 2년,(주)녹십초알로에,녹십초해조칼슘,,,,20150522,2.00E+11,포도향을 함유한 미황색의 정제,4212
4212,24개월,(주)녹십초알로에,녹십초홍삼진액골드,,,,20150522,2.00E+12,흑갈색의 점도있는 액상제품,4213
4213,18개월,(주)녹십초알로에,녹십초활력파,,,,20170927,2.00E+12,이미 이취가 없고 고유의 향미가 있는 흑갈색의 액상,4214
4214,24개월,(주)다스코바이오,녹우비타비캡슐,,,,20180614,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 연한 황갈색 내용물을 포함한 백색, 흐린 자주색의 경질캡슐",4215
4215,24개월,(주)다스코바이오,녹우비타에프캡슐,,,,20180705,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 연한 황갈색 내용물을 포함한 백색, 흐린 연두색의 경질캡슐",4216
4216,24개월,(주)다스코바이오,녹우비타엔캡슐,,,,20180626,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 연한 황갈색 내용물을 포함한 흰색, 녹색의 경질캡슐",4217
4217,제조일로부터 12개월,주식회사 다움,녹이단,,,,20160421,2.00E+12,"녹색의 과립으로 이미, 이취가 없음",4218
4218,제조일로부터 24개월,주식회사 다움,녹이정,,,,20150713,2.00E+12,녹색의 정제,4219
4219,제조일로부터 2년까지,(주)허브큐어,녹차 카테킨,,,,20180129,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 흐린 노랑 주황색의 정제",4220
4220,제조일로부터 2년,주식회사 노바렉스,녹차 카테킨 다이어트 333,,,,20171201,2.00E+14,탁한 빨간 주황색 장방형의 투명 제피 정제,4221
4221,제조일로부터 24개월,(주)비오팜,녹차&알로에 칼로리컷 다이어트,,,,20170510,2.00E+13,"이미, 이취가 없고 고유의 향미가 있으며 검은 반점이 있는 갈색의 정제",4222
4222,제조일로부터 24개월,동서바이오팜(주),녹차다이어트,,,,20150522,2.00E+13,갈색의 제피정제,4223
4223,제조일로부터 2년,종근당건강(주),녹차다이어트,,,,20150522,2.00E+13,연갈색 분말을 함유한 녹색의 경질캅셀,4224
4224,제조일로부터 2년,종근당건강(주),녹차맛유산균,,,,20150522,2.00E+13,"이미,이취가 없는 연녹색의 분말",4225
4225,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,녹차슬림다이어트,,,,20150522,2.01E+13,연한 녹색의 원형 코팅정제,4226
4226,제조일로부터 24개월까지,(주)한국씨엔에스팜,녹차싸이언스카테킨,,,,20150522,2.00E+14,연갈색의 내용물의 함유한 미황색의 경질캡슐,4227
4227,제조일로부터 24개월,(주)보락,녹차추출물,,,,20150522,2.00E+11,"이미, 이취가 없고 고유의 향미가 있는 밝은 녹갈색 분말",4228
4228,제조일로부터 24개월,(주)알피바이오 제2공장,녹차추출물,,,,20180615,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 탁한노란 주황색의 제피정제",4229
4229,제조일로부터 24개월,(주)삼경코스텍,녹차추출물,,,,20170601,2.02E+11,"이미, 이취가 없고 고유의 향미가 있는 밝은 녹갈색 분말",4230
4230,제조일로부터 24개월,(주)보락,녹차추출물분말 에스씨지(SCG),,,,20150522,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 녹갈색 분말",4231
4231,제조일로부터 24개월,(주)보락,녹차추출물분말 엠지에이(MGA),,,,20150522,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 녹갈색 분말",4232
4232,24개월,(주)에스트라,녹차추출물분말(에스씨지(SCG)),,,,20151016,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 녹갈색 분말",4233
4233,24개월,(주)에스트라,녹차추출물분말(엠지에이(MGA)),,,,20151016,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 녹갈색 분말",4234
