,index,REGIST_DT,PRDUCT,PRSRV_PD,MAIN_FNCTN,SUNGSANG,INTAKE_HINT1,SRV_USE,STTEMNT_NO,DISTB_PD,BASE_STANDARD,ENTRPS,STDR_STND
66,67,20181106,10종우먼유산균,"실온, (냉암소 보관 권장)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조시 일일 섭취량에 적합한 양을 사용.,20040020029276,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 3.6 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
67,68,20150522,10종혼합유산균,직사광선을 피하여 서늘한 곳에 보관하고 유통과정에서 흡습되지 않도록 파손에 주의,①유익한 유산균의 증식 ② 배변활동 원활 ③ 유해세균증식억제,유백색의 분말,"① 알레르기 체질인 경우 성분을 확인 후 섭취
② 제품의 포장지에 의해 상처를 입을 수 있으니 주의",건강기능식품 원료로 사용,2004002002977,18개월,"기준:[Lactobacillus acidophilus(1X10e10/g 이상) 1.2%, Lactobacillus casei(1X10e10/g 이상) 1.2%, Lactobacillus plantarum(1X10e10/g 이상) 1.2%, Lactobacillus rhamnosus(1X10e10/g 이상) 1.2%, Lactobacillus reuteri(1X10e10/g 이상) 1.2%, Streptococcus thermophilus(1X10e10/g 이상) 2.0%, Bifidobacterium longum(1X10e10/g 이상) 0.5%, Bifidobacterium breve (1X10e10/g 이상) 0.5%, Bifidobacterium animalis spp.lactis(1X10e10/g 이상) 0.5%, Bifidobacterium bifidum(1X10e10/g 이상) 0.5%](프로바이오틱스 총균수 1X10e9/g 이상)
규격:(1) 성상 : 고유의 색택과 향미를 가지며 이미 이취가 없어야 함
       (2) 프로바이오틱스 수 : 표시량 이상
       (3) 대장균군 : 음성",(주)메디오젠,
68,69,20180822,10종혼합유산균 엘디(LD),"실온, (냉암소 보관 권장)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말","① 특이체질, 알레르기 체질인 경우 전문가와 상담 후 섭취여부를 결정하세요. 
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담 후 섭취하세요. 
③ 이상증상이 생길 경우, 취를 중단하고, 전문가와 상담하시거나 고객상담실로 문의하시기 바랍니다.",건강기능식품 제조시 일일 섭취량에 적합한 양을 사용.,20040020029255,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 4.0 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
69,70,20150522,10종혼합유산균-G,실온에서 보관하고 유통과정에서 흡습되지 않도록 파손에 주의,①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,유백색 또는 황색의 분말,"① 알레르기 체질인 경우 성분을 확인 후 섭취
 ② 제품의 포장지에 의해 상처를 입을 수 있으니 주의","① 건강기능식품원료용 또는 일반식품의 원료로 적당량 사용한다.
 ② 직접 섭취시 1일 2회, 1회 1g씩 우유나 음용수와 함께 섭취",20040020029103,제조일로부터 18개월,"성상: 유백색의 분말
프로바이오틱스 수: 표시량( 1.0x10^11) 이상
대장균군: 음성",(주)메디오젠,
70,71,20180806,10종혼합유산균-M,"실온, (냉암소 보관 권장)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황갈색 분말","① 특이체질, 알레르기 체질인 경우 전문가와 상담 후 섭취여부를 결정하세요. 
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담 후 섭취하세요. 
③ 이상증상이 생길 경우, 취를 중단하고, 전문가와 상담하시거나 고객상담실로 문의하시기 바랍니다.",건강기능식품 제조시 일일 섭취량에 적합한 양을 사용.,20040020029252,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황갈색 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 2.0 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
71,72,20190517,10종혼합유산균-엘(L)2,"실온, (직사광선 및 습한 곳을 피하여 서늘한 곳에 보관)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 유백색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",① 건강기능식품 제조 시 일일 섭취량에 적합한 양을 사용.,20040020029326,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 유백색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 1.0 X 10^10 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
72,73,20180511,10종혼합유산균엔,"실온, 냉암소 보관 권장",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 황색 또는 황갈색의 분말","① 특이체질, 알레르기 체질인 경우 전문가와 상담 후 섭취여부를 결정하세요. 
② 임신, 수유부 나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담 후 섭취하세요. 
③ 이상증상이 생길 경우, 섭취를 중단하고, 전문가와 상담하시거나 고객상담실로 문의하시기 바랍니다.",① 건강기능식품 제조시 일일 섭취량에 적합한 양을 사용.,20040020029239,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 황색 또는 황갈색의 분말
② 대장균군 : 음성
③ 유산균수 : 2.0 X 10^11 CFU/g 이상   
④ 납 :　1.0mg/kg 이하
⑤카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
73,74,20181101,10종혼합유산균엠피(MP),"실온, (냉암소 보관 권장)",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말","① 질환이 있거나 의약품 복용 시 전문가와 상담할 것
② 알레르기 체질 등은 개인에 따라 과민반응을 나타낼 수 있음
③ 어린이가 함부로 섭취하지 않도록 일일섭취량 방법을 지도할 것
④ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것",건강기능식품 제조시 일일 섭취량에 적합한 양을 사용.,20040020029274,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 분말
② 대장균군 : 음성
③ 프로바이오틱스 수 : 2.0 X 10^11 CFU/g 이상 
④ 납 :　1.0mg/kg 이하
⑤ 카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
74,75,20180611,10종혼합유산균제이,"실온, 냉암소 보관 권장",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 미황색 또는 황색의 분말","① 특이체질, 알레르기 체질인 경우 전문가와 상담 후 섭취여부를 결정하세요. 
② 임신, 수유부나 의약품을 섭취하시는 분은 섭취 전 전문가와 상담 후 섭취하세요. 
③ 이상증상이 생길 경우, 섭취를 중단하고, 전문가와 상담하시거나 고객상담실로 문의하시기 바랍니다.",건강기능식품 제조시 일일 섭취량에 적합한 양을 사용.,20040020029245,제조일로부터 18개월까지,"① 성상 : 이미, 이취가 없고 고유의 향미가 있는 미황색 또는 황색의 분말
② 대장균군 : 음성
③ 유산균수 : 1.0 X 10^11 CFU/g 이상       
④ 납 :　1.0mg/kg 이하
⑤카드뮴 : 0.3mg/kg 이하",(주)메디오젠,
75,76,20170227,11 Strain Mixture(전량수출용),"습기, 일광을 피하여 서늘한 곳에 보관, 유통하십시오.",①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 백색의 분말을 내용물로 함유한 백색 경질캡슐","질병치료중이신 분, 알레르기, 특이체질이신 분은 의사, 약사등 전문가와 상담 후 섭취하십시오.","1일 1회, 1회 1캡슐(350mg)을 물과 함께 섭취한다.",20040017017974,제조일로부터 24개월,"1) 성상: 이미, 이취가 없고 고유의 향미가 있는 백색의 분말을 내용물로 함유한 백색 경질캡슐
2) 프로바이오틱스 수: 표시량 이상
- 프로바이오틱스 수 : 100,000,000CFU/350mg 이상 
3) 대장균군: 음성
4) 붕해시험: 적합",(주)쎌바이오텍,
76,77,20181018,1110 리얼 가르시니아,① 고온다습한 곳과 직사광선을 피하여 습기가 적고 건조한 곳에 보관하십시오.,"[가르시니아캄보지아추출물]①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[비타민B1]①탄수화물과 에너지 대사에 필요
[나이아신]①체내 에너지 생성에 필요
[비타민B6]①단백질 및 아미노산 이용에 필요②혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[비타민B2]①체내 에너지 생성에 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[비오틴]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요
[엽산]①세포와 혈액생성에 필요②태아 신경관의 정상 발달에 필요③혈액의 호모시스테인 수준을 정상으로 유지하는데 필요
[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요
[셀레늄(또는 셀렌)]①유해산소로부터 세포를 보호하는데 필요","상아색의 장방형 제피정제로 이미,이취가 없다.","① 과량섭취 시 부작용이 있을 수 있음.
② 특정원료에 알레르기가 있거나 질병치료 약물투여 중인 분은 섭취 전 전문가와 상의하십시오.
③ 유통기한이 경과된 제품은 섭취하지 마십시오.","1일 3회, 1회 1정을 물과 함께 섭취",20100019004832,제조일부터 24 개월,"1) 성    상  : 상아색의 장방형 제피정제로 이미,이취가 없다.
2) 대장균군  : 음 성
3) 붕해시험  : 60분 이내
4) 총(-)-Hydroxycitric acid : 표시량(1,500mg/3,300mg)의 80~120%
5) 비타민C : 표시량(100mg/3,300mg)의 80~150%
6) 비타민B1 : 표시량(1.2mg/3,300mg)의 80~180%
7) 나이아신 : 표시량(15mgNE/3,300mg)의 80~150%
8) 비타민B6 : 표시량(1.5mg/3,300mg)의 80~150%
9) 비타민B2 : 표시량(1.4mg/3,300mg)의 80~180%
10) 판토텐산 : 표시량(5mg/3,300mg)의 80~180%
11) 비오틴 : 표시량(30μg/3,300mg)의 80~180%
12) 엽산 : 표시량(400μg/3,300mg)의 80~150%
13) 아연 : 표시량(8.5mg/3,300mg)의 80~150%
14) 셀렌 : 표시량(55μg/3,300mg)의 80~150%
15) 중금속
   (가) 납(mg/kg) : 1.0 이하
   (나) 카드뮴(mg/kg) : 0.5 이하
   (다) 총수은(mg/kg) : 0.4 이하
   (라) 총비소(mg/kg) : 1.0 이하",네이처퓨어코리아(주),
77,78,20180703,11에이엠(AM) 다이어트,수분 및 열에 의해 영향을 받을 수 있으므로 직사광선을 피해 서늘한 곳에 보관하십시오. 어린이 손에 닿지 않는 곳에 보관하십시오.,",1) 가르시니아캄보지아추출물 : 탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌.
2) 녹차추출물 : 항산화 · 체지방 감소 · 혈중 콜레스테롤 개선에 도움을 줄 수 있음.
3) 비타민A : 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요.
4) 비타민B1 : 탄수화물과 에너지 대사에 필요.
5) 비타민B2 : 체내 에너지 생성에 필요.
6) 비타민B6 : 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요.
7) 비타민B12 : 정상적인 엽산 대사에 필요.
8) 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 유해산소로부터 세포를 보호하는데 필요.
9) 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌. 
10) 비타민E : 유해산소로부터 세포를 보호하는데 필요.
11) 엽산 : 세포와 혈액생성에 필요, 태아 신경관의 정상 발달에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요. 
12) 나이아신 : 체내 에너지 생성에 필요.　
13) 판토텐산 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
14) 비오틴 : 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요. 
15) 아연 : 정상적인 면역기능에 필요, 정상적인 세포분열에 필요. 
16) 셀렌 : 유해산소로부터 세포를 보호하는데 필요.
17) 망간 : 뼈 형성에 필요, 에너지 이용에 필요, 유해산소로부터 세포를 보호하는데 필요.",연한 노란 분홍색의 제피정제,"카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음","1일 1회, 1회 3정을 충분한 물과 함께 섭취하십시오. 1일 3회, 1회 1정을 충분한 물과 함께 섭취하십시오.",200400200022196,제조일로부터 2년.,"1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 연한 노란 분홍색의 제피정제
2) 총HCA : 표시량(750mg/2400mg)의 80~120%
3) 카테킨 : 표시량(300mg/2400mg)의 80~120%
4) 비타민A : 표시량(700ug RE/2400mg)의 80~150%
5) 비타민B1 : 표시량(1.2mg/2400mg)의 80~180%
6) 비타민B2 : 표시량(1.4mg/2400mg)의 80~180%
7) 비타민B6 : 표시량(1.5mg/2400mg)의 80~150%
8) 비타민B12 : 표시량(120ug/2400mg)의 80~180%
9) 비타민C: 표시량(100mg/2400mg)의 80~150%
10) 비타민D : 표시량(10ug/2400mg)의 80~180%
11) 비타민E : 표시량(11mg α-TE/2400mg)의 80~150%
12) 엽산 : 표시량(400ug/2400mg)의 80~150%
13) 나이아신 : 표시량(15mg NE/2400mg)의 80~150%　 
14) 판토텐산 : 표시량(5mg/2400mg)의 80~180%
15) 비오틴 : 표시량(120ug/2400mg)의 80~180% 
16) 아연 : 표시량(8.5mg/2400mg) 80~150%
17) 셀렌 : 표시량(55ug/2400mg)의 80~150%
18) 망간 : 표시량(3mg/2400mg)의 80~150%
19) 카페인(mg/kg) : 50000 이하
20) 납(mg/kg) : 1.0 이하
21) 카드뮴(mg/kg) : 0.5 이하 
22) 총수은(mg/kg) : 0.4 이하
23) 총비소(mg/kg) : 1.0 이하
24) 대장군균 : 음성
25) 붕해시험 : 60분 이내",코스맥스바이오(주),
